family	label	len	qscore	string
letter	ALL/fwd/L11+0	541	-7.2136	BXhtsoaCalkimtakifaevfcrlepbwrmsdeiuotttcalJhbolhattcouddnuNdsecsvmociyifleraiisghoyntaeVrtlNittoheinaeeeogwemilehatiwncagivoopttnolrpvnenoseehIorvnakieoydccyseeukerecnowcrsrannnbctnithaloseobtclyrlotMdennytiuawasonhssuaaotIeegotnlitustyuucrbvohnigsaeanwacbosxyensRosleeBgddofglPyhyeaaeecnosmrnnRrnLasVNOBPRLYAOEZSamlewiresdehriastlsclebvsdilecteiirmeunetaaazrosccjohlifhlsirasaveopmensmalsiogrenrrmhemeooimtiiuCLaprhihchimithvtchmsbubezrrottGkoiearurioaoivtnfrtnilluwntllmgihoetnartnmrmtybeortupvarolcxoaosiaaYhbsdrrheienotsmnlevhhtnyoaetoR
letter	ALL/fwd/L11+1	540	-7.2044	IIehnnlruyetieresircotoelsulhoeoapnnfeeoerlaebpaenmstsnabdlosaBovepuossttFretnsouaribciiiihionahnietTlrSruiihunenirocomosfbexmetsgultaeooawMrVutfiekbesasnyhhiidryidsrocnbciahgdeeyamanoanabtgnrhhioeSleoIrggiwdknapvmiaewrrtloMtlggwglsctnItysotaauyimJSswyditoeitmBlamPehHariosucaolafiodlrnnConlfoteocdomeEEICASUACMOABgacthgshbeaegtnthtiolnieftmysehlsnsaanglWdnteeiutioseotiaiecNrpyeenrbTdcinamnkavrkopieyefrysphmlcOTcpiaapoevonceeuyaotirageovnoteTfnfnTpoomnmeecifaottdemhmaeyohledrieuaodoteedeaoscsrelsnloprnrissleebuYodervxtlibidifeiahyannphv
letter	ALL/fwd/L11+10	540	-7.2065	OtuaiblclrBorMidfMhroeaasrueairnvelsngsskadTasbtwaiaaoeeAornrmsiEobtlacooyghndtnspriitveeiatgsEDsKnimylpwgyreoortedNtotenlotsOrIitaeeifGorthhtsdgiaoahypentSuntgbcleneucoiFnumaeeddauodctylahmioeeepErnlntiiuIsBeetntotdntelVsegsaveiehebailgataelcwitnrhndeorelciirfseXtelhgysaflonielsmcghmrMrsKepeiseasciEOCSREPEFNTIUsdaLnmirisbtehtlauneaesrnlsszndshziupdithhyhiocnesrcTfnfnIeMoModohlsuiitruuettnebapadtnelwtnartrcTLlieyftttteeitoancrlgsthipeyghecyfehasfvnencoiietsiholsnitapriwtsnpocuyasoistsfpaisxlueiaoefrfoesugtadnletvlnihtlranressioscrrilE
letter	ALL/fwd/L11+2	540	-7.1056	TCbBotFisYtcndktcnkeuhntoTniiuafcatcmrrcnsSmBiecCdasaydyyndchninirltitLyhafasvcnamtnyolttntswgkettpyoioailntacsitnilereiyoldienotUpIhrrtrnnanalsspceuGwrtoeiinnhisnsaslotyaeleiisuttotptsBuoueeieeeusalrnMHttneeenshointloenecpFreerehaWrstdrMeiMcdnpzeatgstineuTnsohlkeGxiarVgtrrknieroafLhaaaooteateryrbnmFRONHDHSNIIFTIutemyhteisawycdaaonnaetsioudwhefbgtncdEleadisunpioimevectsehitesrtseehuuslnogelicsfosiPsttstlaalkIHiidrteiwevcogorinnatekadtaeshnhlifhoamlydynbotinrhctnpiacndrtleogoaslwpnhinicrrbotesleslnredtotmlsBipooaiyephenanIvostryasqdlpe
letter	ALL/fwd/L11+3	540	-7.1750	CAiitoiseesogtehoaenseohuhkstnftonhoosrktotiitnkoiriloysBoboidtseyaTnsoiecoteeolgeugrisaachthperfcyGxsftedghnkrftgnipdnnlreGcbyBhTitaashgdcratttkperroasfnanfgconohhnmlnrptnlannsthnneuheantnntltsvsilineFehhgenlogilnbhlrbiraaliedaeebaoomouahnekoteeocroiongtnoMwnufeneptsdebtiiSdnvtrnhoasnnrthgvedsaiadeuYFWBAIFDNNDITahreattatitosogrsfsqvrcsadleaasIyftheelovnanlnLtvunicelietgacynpssosresrgydnaelcltiveroABhiaettibNInndvmrnaaeeiauafcgrcIemBobceeeeotiawsaetltceiecseaohetlkkereBtniynretaeeencsaodeiosiyaooneathnhiyfitikmmroteeWgcdhireHeonBuhaeM
letter	ALL/fwd/L11+4	540	-7.1027	OFttatnidssiaotaudttsgmereshedtrliennbotrnrethihstkgluoiiteiteciwbioMtosptrtvnvyelntintblaeeeraeaoooittonnbydoatrwgslsaeitaeiioieXnsnleieJltiiihiensntyoisrgfbengmaidiesossdddavhheielteMndogialrteedvnatoseettteuosceiebtinanyodcMttculnfonsyeeairrrdfkingagAhtxaittoootecafrlhpniigeiFdincsddmhaaocsulmnorlSTASATIGGIEOCretenbircgtruiovtBauagohtetmrtttmoiilrvweemcotohestcoiyeaegeCBdopafssetrawrenpieaeterfnmIonnfseouFSggeeofRrntnnprlgeetotdeiclhersevectrwwnoohicnliawnierieeoroTiaencdzoeratfoeauficnfsniofoeschioelnothnoidbnhrreoksanyeaiudieacaA
letter	ALL/fwd/L11+5	540	-7.1510	IHtcrhasiTenncstnvsrylysncwipteylcgsearraieDconomhehtsusthbncvodtonxahkLrIehetetoeiodshaimMpsotuliuBcthsctlosfbhuoitefnrshntttutfOhfalfnCaoilcmendttitFfaesPmiIehevtnncclypsasteaarpyyspakemutraeDmeeagtantmmheNwninabtsihtglooaohizfonlyavttbsrnnoybawMkenmaterixtharivrronrloepgztdrcahgdkocPaenlrthssiknplIHNVNCAOTOMNOamaxdemionalpnlehiteiyiiaaaovradormsosiancoeviveuaibnsmnnnhlaeturniodnreraeydinosrfryizeLfAfoocncIbocnsneeidhtfwmtiTrmisittoeoieicelieaeacaveeaiyecefnogoBsngphtkrgoreundciiuPpsbsaauodnfskcshesfseorcoJsnueeeiaauaSvgenpttetrtecX
letter	ALL/fwd/L11+6	540	-7.1133	NeeoeenothnwdraTtaaasoTueyenahriealcynialseiolgliatthetccieeoeieodiixetaotvirerhfsscicadkeaisotmlnriMhehebiuiBbierseardstedsycrcrgeuweuglmnniaasborinaodtnoeitsyiaecodtilclryOinvnaoFbaanmrynaytaoenndtirTathedahcnanichlocsiBfnfekiiucSprerteaawEfiitraefuintwycihsntleeiiyoacietesosukihoslhecrtsssiecnsiaSNENEDOTLHUOVInaiptteniecdpsdtetislAntntnnietontetvtsseonnelecnnneoiotdteSrnhredcToeyngsqpwttfssrtwairLhformofkXyioptecmnyeiiioevhsinanhclbotisoiyeapmrepeesusmntaisvyniigysacegonorrdlezrropeeaulluiaboitlocepavtsolohArdwiebrrnteiaspahccseseK
letter	ALL/fwd/L11+7	540	-7.1152	IrriaGcfResasarhsnrltbhmuprgpayncroipksdbttmietecdsIeehaontrinnrxyncisoytsenbdeetstanotnBuxtlfhlfedtaewiYenrniisAthnsosaeguoGohoehrnhllbieeLnntoefaegbrumsftsctbmtdocsioehaeiuoteinfoinphoiItldosnHttohoywueedPyeegtoloolfoczofatsenglhtahdehbsthltsttilarpndhhwBmiSyhsraenomtkrdhWbwilespnwditkrhyadtlaatsrtGBATOIMDESNENttnlhhygndkslfworcatanscdheeodeeehioeaCrvnetbboocdnimnrtwoaatteiagehnritaturaghaowoyitsiIagraesisErlroiytocohvltsneewnffteooysrnBnsmnntoaeeefosiotalaoecettlsbtoayusponeogesevetipsllrvciunaotoxemihoiehomiiirnbesdabnroylesofaiaE
letter	ALL/fwd/L11+8	540	-7.1549	SetncliIemestseetceneaeorhetetegtoboriteasaonwhoNfincaeuigtsnsetisgBmexeoLrgeodlhossgagaupihioeaoricxLheoddbtttwnhatamhrnunmeieiaeekoulunssugwuuifldsetmoewesoaatbuioTvudoyrnrnibzcfrteeanntoserutahorenFinlsirindtieliuifioentnhINtudtrleoaaehhiShnchtlposdgioiianooaaadnhnReehoeaennatarlhwlefeesnecerleaaoLIBHTNOIIFERIeitaieotwtoeyiideobobdtogiotlaistenranoieoyieiplooenyfehatdyewindadetgnfneiiroenfhmatmccOthewetaBSedppnwbveuaelhtdnwiioaooibaiitloiotdhvncacffenrtnttrrovcsouysilIrusbanvedtxeahnpeoysiyllgnvhspaerimnentsnnlocigoocehsmtlatientnI
letter	ALL/fwd/L11+9	540	-7.2399	TsrwtoataadcahlyuetemlyfoephrtaaisauinsrnWnnraefoinfhrssnceaeorhccaiadircayterIaepthBtimtwmenfmbrygoiaoxuilahcheyhroncieilletnanktyilnottBIttimnnlbtttybnaarbirdoalnihesntsuoisveeiitcnrtegstAftrbveftIauttlbpebhhoosinlounlddhdotohrsoeshnltcielaeooeiepmabrslltlsrutltyceeolrefBrehcrorieoodroaUtdmosesrsdpETEXHSNSGATStecyisfuhaonnSalesilflaaiotuienttifhyndsgrmtvftelnurgoiearhslrhrgslenlyiotfrnsisubownhohaNeaxasttIAprspgiienrtBslneaalnrctrnsnnghomnrtwiedocoilbfeodhsganeoabpornlnemtetcetftirregeBweedblstdeetlcatnernaetgElweteuuyeeWeowganadwdS
letter	ALL/fwd/L12+0	496	-7.1697	BIbiahnfeaBmekhuvalelalsnsetrntsloerkriemnabhnailstaicrdaiswoicmdcfFftvtrehprnclalmatifEoipGiteioiyeusfrosnactaflGitroatararheanLgisoicrntouoatcinogeeoohuobandsitbedtaphMkrIoAithesdatoFtinienennteitsweiaofahtvtgaanaeeactradtrarlpmdnienxxhSoteReisflcroBoglrrdgowwdMnnevchealrcsEOWSNOMIGTZBuhtxthohseeyooeecbfebeidtoiditzracevaenyvoouiutboneaIsciyduegdnincsyrywgeuarpsrneLahxrilkNSooonithvvenwonnalbrkmiobsihconfarereaocvctcaeiornnnanrTteyrmoaawetirvaeprctsnnbugdfarohlosiealreytrarsoyneeteuecfnwlR
letter	ALL/fwd/L12+1	495	-7.1710	ICitrecIariideanarnmerlTkhphygieufrrtastorsledrgtehunoNsntitdnBaaitaoteeelepybosbiexhnstntyochweugwhcrturhtnocsoeetchiktltrsiCmeuttIfpesiarmnnchncnhadiiennytdaOoiedcmtueamittmbheveedhnutngnetwcgisoheobnlBfnoaowhblyrdatactcorbtilpnadnttiiioussPxtarakhflfoetFhhnhorcotgotilrssaeRFAVDIOSNEAIaeapheuidawsiltrolaeisaeanoathisnerisvotiripvsiemfenlehcBtraaeuedugwepaosbnooefzrItaatmlbFbirpgtceeenfisdarsieeetlyigekfiitamaccnieoeicaaraswmceohcaIepnulaaireerfosoosdailteontneetonnnrdiohibeoualfsHitcoedio
letter	ALL/fwd/L12+10	495	-7.1942	OhhoonsteecraecatrsbefsplintyerbuntonorDoehfwtsaooscntareoiyixxsxroeesevtfsshiaitcepsfebsetostseedaeietggtaohenieibotrheievordliinungvkuoyftswrusdioatosvsocilaaeviciuiosadmnleteloslntrwnlutdeoonnlilnureayafsNhilsroottbheevupefMersboaoTMihnhattsHreleehaeiPfahnklieossftdusntadENIHATALEFTUaaeeneegwotrtdrtiitbarstuerrtetfuenEoecntetnciiiosotahMrreppnchtytmnnnnitafoamePAIffrwsruOHngntybetmnoartveinsbgdolotnlmfenoswcpeflinfnennvcvotlyrBarosseutdneoPptneiursyosiavefssmyoclhtttevpeeunaeeehaynireinS
letter	ALL/fwd/L12+11	495	-7.0843	XeBttaoRmdotrtodsatayaeuitdeicoastectneiiwetamsluucogensBnebniieiolraenehtotititaaMilomDheyxthhYdlrmnitwiesmiegbdciuceeyepetgJonnwmdreertFdmeaSyihnmvccTecwceldtneziannteneytsfociuivgiyitiyweluiaolndsrnrnontIoenlWofvrheiabanedwaaoaewtuoatsyalXohadroidernlaonidsdlrrolaesscaesiVENBACTDIAISgtredtytabhgcgvhtaolsvfolmveesiimadlwnoeifcstoncnirhreiNtnordeelisildedthnbpriiomLhgeaticIIgcpiwitiocipmeewlguaaBceortoyifhwwaeeciotiiswfseoeitedeikguutcropefuoehgatseiifonneroitinroeneehreerardcervirodtsatdE
letter	ALL/fwd/L12+2	495	-7.1788	TAtceGitlktnttttneeoceohsiaaeavinmsorltanaoaCikhheesAuohdcdoygilythcrhrddasoiyitakuiegthtcoBMehxwgiakahetaotnoyratyoeniolhaenlesthhtspntnbtbedhigeeitunncctpssyunvebaoetpnonshoreseenoeanegtgtNhetotnalrigiotdsggeeulpholguoMkryitteheyighrcmnrfnmGpcnoteefoaiviaiplomeCoharsteeaLmFYTNEONNFOOTTrmilifrseaoundoeielntstanelnsinthlssremhzenteaniyifhieaCehidlsmTuraaqrrieekfvriiiOenmhaiuIylppfhowattittecmttIdtcoanhGTltceponoeoebiletltgluhakrpaolnntestrczsxrseobifoiclsoxrdhosvhmrddoarneebgurnioeathsiartv
letter	ALL/fwd/L12+3	495	-7.0357	CFtoalaclecgosTsctrfotuewnptanencobrabsnTbpcoteteasenlcieoexsatisyeteiboInhrnrnhdBpmtiaefouiaLopoitnobiAhrNwmiltnsGiaInuIalfgisIheusketigeypyyifbIymbleeoorsprirsenytnlsahngaenittmntrIldrthteaedonoitlttsznhgegrecnSaenlusieioithirawtnAeyBasreaeeeoymeradcnnecksrehenotalsdcsenomuSHNTTSEAMFICaanasiebstrpswdsnclechatetedesgtiotCiryaeuLhunnnonfasgeanenslpbhsrrsuisnrrsieyascNtipatocXrdsyipianhilhnnhoactihobngtehoeiatvdnamnenynatsolmikogstilseiaeedeetitbarenuuvylacpetifaiieasYombeinielmdvrepaetnrehe
letter	ALL/fwd/L12+4	495	-7.1401	OHeicolaytoacahtehvtnhrcegetrdptonaidaWdhbekshtIcredddotviricbcsLipIvnertgatgisanuwaNnkrairtxaleunhdfbsnhdioenihdoenrtgptnlubnBteVltidrestyonenfisbtalrrlnoylenianetneyapaelsgelrDetotnMIHhehdynhtsmnhbhccedeeleatoctlhiyyenanfscensssogtwwiliylkntrioRlsdukdgrueaiganarhnsaeosrdnelIEAHHPYCIDOOnttimrhiitlpfieusoaroinhointlbfisvaoghatsnoendegfiittglrtighoreetegtintgvcttrwtcawosltenkEerehaenrdevllacanrosneisyttnevlenhevonyccimtnhhleplenybsntororonlgdtsyerdcalribilorahspmrntbuomdewrcttsiIiynplaacappM
letter	ALL/fwd/L12+5	495	-6.9885	IerntbCuYsinrreuMeohoenyrtrisaahnensenaJeinhmasnhodbnbicentcoootosrtegedsumutdctatilogeelndciyerlgysBiwyetcrneseumtOtsUisaelutrsrathnoadthesoagmttaocesslslcaromneuhiybnetyotetleoHhfrtoMeemePiheavibeiooodsItedtfuhrsattMhenEtnotgSgiaathitixBleorinnoygsrSidsltrcaranmetynmiRcbdrlNBBXELAINENItiynisetgadlilalinvgitdiuzchfyomtenshaniltvccorTltceehStwroenerernaertoaileftimhloytescfsSpiratrRiyhesotyngtiatoneooheeeyndifimdtiasotdiidntesgsyrwhdgnzudoefitdcoiallsdeolneceeeetghbpkiudioehtbnhnesylgsonleA
letter	ALL/fwd/L12+6	495	-7.1006	NrtwiarsesndaeyfacuemsepehamocnesyktrklaBtioidifauayoenonehEmuisoLosrtnioaenoiogmetiwpauleiomeSidboiitetaoedartgnespttTnfwlltooMntiebfltaiatnrPicadbkdameclhyuuadstepFiertlbunaaanaeEoenFsmhdrbewponislfilVtMreMziltebsIraerwlhoiiJtogmnholcsmhfoveehegBoriitoiaomelandarhsdenoraopSGIERRUNNIMVNecLwgtacncsyalttnqayncgtseeeImreoadttddnoieoouchoeianeaehdvesssnytnfeiklcarrytoeersafooiBAlpirmfenoaBtvuicemnforprnsescimtwsroylheuirosntteiBiluoiieoyderevtomeiafsulyeurnlnshcxaauYeiionrilwioiadagaotwoyndaaX
letter	ALL/fwd/L12+7	495	-7.1133	IeraoliesewssldfresgyuuhperefoigcpissalmihnlcfnaonyBtbeisrivptntkatLyhisnglicnaierhshrtmfrgiaraenlunthrhrlpsnseultoeohXhuhuoGnwaaimsefboksrfssesorguisnicieosnrgishrootncaaonirtstvpllreotteieBaahlethlfnlooFiciigdoeunduysahSewnmarnnidillotouoieaneheitinzswnrsydhsdPcretpneyinnatLTSPSSDGOOEIeaehhtroekeStshosuiAsooslshstotirnieWaacvlolnroevlentayroaetosdeiftusnelessoahnmftinomsaILapdvoemcutiherferifatirveeriosotauoltoessnetttchroitoprgleicrrnnesrensubasoelassoesoopcsaeBtnsAinlnnlncsvirmoinaqhccK
letter	ALL/fwd/L12+8	495	-7.0975	SsusnFsdTnathiiiknslTmreuwoatlclirnscrSitogeNiicsdsihernosselTMhtyoagancleesagtvVitteotloynnlotntirtcoeiiilfdanloomnBeOenonfeanricaoilaaewsieotsiteynhdntodtFshinhaafrcdhnutgtyouberSlntnaespsunsicbcoiuealpldhknushtttosbatiachiecieungsebisntrlrdclergtpgebnclhoLascekeUertramkiroECBAHFGTUNRtdltytiiidonhatafaelntiliywatdnhnydnlenmeebplsjseeyndodlMsyrsfoornoulmgeioswmnteethnfrettTLcidencoereteoagTsnochzoaceesnirhrpmeoveoeferohoegntsbpmhlnnoooacamticasepewxvleoocltslealsihJhmnEletegkSensestysuaeeE
letter	ALL/fwd/L12+9	495	-7.1387	TttntiiihssaMksnetyohoorbhufrlaooigtestecltooattyyititsemcvraoaeoecyrtvoyostsBteinhesoharKiTifocbnbholnnnsersrilvxeyifgrklinonctlatuninbGaoanfebnershindiuniraenvannftotaBnouadrreyeaiaaTulbIikngsaiouotatcaooeetreicsmnteshlloyzokkfpdrrcenwtatsayelaVbhptWeheyifocohtfaKmoeslissapOOCDIIOHSESsmcmabmnntneinasBtsadandmdataoeehpuglveonbieecomcimtwtsoapssaiTngiraaoapnfohwdhysBoAoaetcCTinesetvneicgulihwirteetbhiiBoneaTaanaeffbifaraioyecaalottegnpbtynohnepeipBspelafktohtoislftooosgvixhWoatbhWshhaBetsaI
